"","c_chief","c_lcDisagreement","c_lcDispositionDirection","c_issueArea","c_adminActionBool","c_oralArgBool","c_reargBool","c_decisionTime","c_formerCourt","c_caseOriginRegion","c_caseOriginCourt","e_houseMajority","e_senateMajority","e_decisionPresidentParty","e_JCApproval","j_justiceDecisionAgeBand","j_justiceRegion","j_justiceReligion","j_justiceEthnicity","j_justicePresidentParty","j_justiceVotesAppointed","direction"
"136","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"137","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"138","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"139","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"140","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"141","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"142","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"143","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"144","Rehnquist",1,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"Others","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"145","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",0,"West","Appellate Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"146","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"147","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",0,"West","Appellate Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"148","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"149","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"150","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"151","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"152","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"153","Rehnquist",0,"Liberal","Economic Activity",1,1,0,"31-180 Days",1,"West","Appellate Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"154","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"West","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"155","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"156","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"West","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"157","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"158","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"159","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"160","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"161","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"162","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"163","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"West","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"164","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"165","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"West","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"166","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"167","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"168","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"169","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"170","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"171","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"172","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",0,"South","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"173","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"174","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",0,"South","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"175","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"176","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"177","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"178","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"179","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"180","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"181","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Liberal"
"182","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"183","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"184","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"185","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"186","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"187","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"188","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"189","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"190","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"191","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"192","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"193","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"194","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"195","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"196","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"197","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"198","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"199","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"200","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"201","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"202","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"203","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"204","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"205","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"206","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"207","Rehnquist",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"Midwest","District Court","Republican","Republican","Democrat","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
